"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","ulw_recode","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","food_insecurity","family_income","zipcode","d4_2","bf1_1","d7","d4_1","cp1","el3"
"957",1,1,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,1.72294311506131,175.626739581923,NA,NA,NA,NA,NA,"Single Parent","Some college or technical school","Black/African American",NA,NA,1,"Less than $16,000","10453",NA,"Never",5,2,2,NA
"958",3,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,2,1,1.52379403947044,155.326648109933,NA,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,0,"Less than $16,000","11368",NA,"Months",2,8,1,NA
"959",3,7,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,1,3.13169076635275,319.226232059189,NA,NA,NA,NA,NA,"Co-parent","Some college or technical school","Asian",NA,NA,0,"Less than $16,000","11418",NA,"Months",5,3,1,NA
"960",1,11,1,1,2,1,NA,NA,NA,1,1,"1",6,0,6,0,0,2,1,NA,2,1,2,2,1,2,1,1,3,4,2,3,0.644443546870526,65.69080429417,"Paid",6,NA,0,0,"Co-parent","High school degree/GED","White","Private",NA,1,"$20,001 to 40,000","11249",NA,"Months",4,1,1,2
"961",2,5,1,1,2,1,NA,NA,NA,1,1,"3",6,6,0,0,0,1,1,NA,1,1,1,1,2,2,1,1,4,4,2,12,0.608974341491052,62.0752810410202,"Both",12,NA,0,0,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","99999",NA,"Months",6,1,1,2
"962",1,3,1,1,2,1,NA,NA,NA,1,1,"3",4,4,0,12,0,1,1,NA,2,2,2,2,1,1,1,3,4,4,2,12,0.720958035373122,73.4902435379962,"Both",20,NA,12,60,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","10012",NA,"Months",6,1,1,3
"963",3,12,1,2,2,1,NA,NA,NA,1,1,"1",0,0,6,0,0,1,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,9,0.797117534547782,81.2534972469045,"Paid",6,NA,0,0,"Co-parent","Four year college or higher","Other","Private","Chose to stay-at-home",0,"$40,001 to 60,000","10467",NA,"Months",6,8,1,2
"964",3,1,1,2,2,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,3,3,3,4,2,1,0.606622524241851,61.8355505519756,"Did not take time off",NA,NA,NA,NA,"Co-parent","No high school degree","Other","Private","other",1,"Less than $16,000","10460",NA,"Months",3,8,1,2
"965",3,11,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,77,1.80721484012974,184.216906130854,NA,NA,NA,NA,NA,"Single Parent","No high school degree","Black/African American",NA,NA,1,NA,"10303",NA,"Months",3,2,2,NA
"966",4,8,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,1,3,2,4,1,1,0.733217226207375,74.7398737186513,"Did not take time off",NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private","Currently a student",1,"Less than $16,000","11210",NA,"Months",4,2,1,2
"967",3,3,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,2,2,3,4,4,2,2,1.45177926726547,147.985883616008,"Did not take time off",NA,NA,NA,NA,"Co-parent","No high school degree","Other","Private",NA,0,"$16,001 to $20,000","11385",NA,"Months",2,8,1,2
"968",1,10,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,1,1,2,4,4,1,6,0.316888777951177,32.3017877927354,"Unpaid",4,4,4,100,"Co-parent","Four year college or higher","Other","Government",NA,1,"$20,001 to 40,000","10032",NA,"Months",6,8,1,1
"969",3,8,1,2,3,1,NA,NA,NA,1,1,"3",2,8,0,8,0,1,1,NA,1,1,2,1,2,2,2,3,3,4,1,7,0.904813599147563,92.2314039033239,"Both",12,NA,8,67,"Co-parent","Four year college or higher","Black/African American","Government",NA,1,"$40,001 to 60,000","11229",NA,"Months",6,2,1,1
"970",2,6,1,1,3,1,NA,NA,NA,1,1,"1",7,0,6,0,0,2,1,NA,2,2,2,2,1,2,1,2,4,4,2,12,0.655329346985773,66.8004390611387,"Paid",13,NA,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11215",NA,"Months",6,1,1,3
"971",3,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,1,1,3.65303732831609,372.369249997195,NA,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,1,"Less than $16,000","11423",NA,"Months",6,3,1,NA
"972",1,10,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,2,10,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,0.57657694770292,58.7728802872037,"Unpaid",16,16,16,100,"Single Parent","Four year college or higher","White","Non-profit","other",1,"Less than $16,000","08620",NA,"Months",6,1,2,3
"973",3,11,2,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,3,2,4,2,2,1.71852692447778,175.176578954576,"Did not take time off",NA,NA,NA,NA,"Co-parent","High school degree/GED","Other","Private","Chose to stay-at-home",1,"$16,001 to $20,000","10454",NA,"Months",4,8,1,2
"974",3,12,1,2,5,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,4,3,4,2,1,1.98028904527393,201.859077883069,"Did not take time off",NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private","Chose to stay-at-home",1,"Less than $16,000","10472",NA,"Months",6,2,1,2
"975",1,10,1,2,3,1,NA,NA,NA,1,1,"3",0,0,6,6,0,1,1,NA,1,1,2,2,2,2,1,1,1,4,2,5,0.678486788950031,69.1609731923514,"Both",12,NA,6,50,"Co-parent","Some college or technical school",NA,"Private",NA,1,"$20,001 to 40,000","11233",NA,"Months",5,99,1,2
"976",1,1,1,1,3,1,NA,NA,NA,1,1,"3",0,5,7,2,0,1,1,NA,1,2,2,2,2,2,3,2,4,4,2,7,0.457036401125413,46.5876164443511,"Both",7,NA,2,29,"Co-parent","Some college or technical school","White","Private",NA,0,"$40,001 to 60,000","11219",NA,"Months",5,1,1,2
"977",3,11,1,1,1,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,2,2,1,2,4,4,2,6,0.793413894957552,80.8759698984201,"Did not take time off",NA,NA,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,0,"$20,001 to 40,000","10028",NA,"Still breastfeeding",6,1,1,4
"978",2,10,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,1,1,1,4,2,77,0.678486788950031,69.1609731923514,"Did not take time off",NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private","Looking for other jobs",1,NA,"11234",NA,"Months",6,2,1,2
"979",1,2,1,1,2,1,NA,NA,NA,1,1,"1",8,0,8,0,0,2,1,NA,1,2,2,1,1,2,1,1,4,4,2,12,0.655329346985773,66.8004390611387,"Paid",16,NA,0,0,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","11215",NA,"Months",6,1,1,2
"980",1,3,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,1,1,1,2,4,4,2,11,0.733685861716954,74.7876436803408,"Unpaid",10,10,10,100,"Single Parent","Four year college or higher","White","Non-profit",NA,0,"$60,001 to 85,000","11565",NA,"Months",6,1,2,3
"981",1,8,1,1,2,1,NA,NA,NA,1,1,"1",11,2,0,1,0,1,1,NA,1,2,1,1,2,2,1,1,4,4,2,11,0.608974341491052,62.0752810410202,"Paid",12,NA,1,8,"Co-parent","Four year college or higher","White","Private",NA,0,"$60,001 to 85,000","11370",NA,"Still breastfeeding",6,1,1,2
"982",1,9,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,6,1.37666990309963,140.329674525178,NA,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,0,"$20,001 to 40,000","10467",NA,"Months",3,8,1,NA
"983",1,6,1,1,2,1,NA,NA,NA,1,1,"3",6,0,6,6,0,1,1,NA,2,2,2,2,2,2,1,1,4,4,2,12,0.608974341491052,62.0752810410202,"Both",12,NA,6,50,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","11694",NA,"Weeks",6,1,1,2
"984",2,3,1,2,3,1,NA,NA,NA,1,1,"1",2,0,10,2,0,1,1,NA,1,1,2,2,2,1,1,2,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",NA,NA,2,NA,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","11222",NA,"Months",6,1,1,2
"985",2,9,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,1,1,1.37666990309963,140.329674525178,NA,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,1,"Less than $16,000","10468",NA,"Months",1,8,1,NA
"986",1,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,1,2,77,2,1,1,3,3,2,4,0.611777119817944,62.3609798635871,"Unpaid",8,8,8,100,"Co-parent","High school degree/GED","White","Private",NA,1,"$20,001 to 40,000","11204",NA,"Months",4,1,1,2
"987",3,7,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,1,2,1,3,4,4,2,2,0.71108646063864,72.4839929717408,"Did not take time off",NA,NA,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,0,"$16,001 to $20,000","11373",NA,"Never",4,1,1,2
"988",1,8,1,2,3,77,2,2,2,1,1,"4",NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,1,3,1,4,2,6,0.678486788950031,69.1609731923514,"Did not take time off",NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,"My health issues",1,"$20,001 to 40,000","11225",NA,"Months",5,2,1,77
"989",1,3,1,1,2,1,NA,NA,NA,1,1,"77",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,2,1,1,1,4,4,2,12,0.375444490882944,38.2706145382054,NA,NA,NA,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","10306",NA,"Less than 1 Week",6,1,1,2
"990",1,10,1,1,2,1,NA,NA,NA,1,1,"1",4,0,0,9,9,1,1,NA,2,2,1,1,1,2,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",13,NA,9,69,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11215",NA,"Months",6,1,1,3
"991",2,3,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2,6,1.17867378855164,120.147109155504,NA,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,1,"$20,001 to 40,000","10466",NA,"Months",4,2,1,NA
"992",4,2,1,1,2,1,NA,NA,NA,1,1,"1",0,9,6,6,6,1,1,NA,1,1,1,1,2,2,1,5,3,4,2,6,0.322252442641975,32.8485283865605,"Paid",9,NA,6,67,"Co-parent","Some college or technical school","Black/African American","Private",NA,1,"$20,001 to 40,000","10456",NA,"Never",5,2,1,2
"993",3,11,1,2,4,1,NA,NA,NA,1,1,"3",4,6,6,4,0,1,1,NA,2,2,2,2,1,2,1,3,3,4,2,5,0.842806941474623,85.9108080436728,"Both",16,NA,4,25,"Co-parent","Some college or technical school","Black/African American","Private",NA,1,"$20,001 to 40,000","11434",NA,"Months",5,2,1,2
"994",1,10,1,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,1,1,2,4,4,2,12,0.54846516735233,55.9073298905259,"Unpaid",8,8,8,100,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","11105",NA,"Weeks",6,1,1,2
"995",4,6,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,77,2,2,77,1,2,4,4,3,4,2,1,1.66663028804398,169.886539502628,"Did not take time off",NA,NA,NA,NA,"Co-parent","No high school degree","Other","Self-employed",NA,1,"Less than $16,000","06704",NA,"Months",2,8,1,4
"996",1,3,1,1,2,1,NA,NA,NA,1,1,"3",6,0,6,6,0,1,1,NA,1,1,2,1,2,2,1,1,4,4,2,12,0.720958035373122,73.4902435379962,"Both",12,NA,6,50,"Single Parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","10028",NA,"Months",6,1,2,3
"997",2,11,1,1,2,1,NA,NA,NA,1,1,"1",2,77,77,0,0,1,1,NA,2,2,2,2,2,2,3,2,4,4,2,12,0.720958035373122,73.4902435379962,"Paid",22,NA,0,0,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","10004",NA,"Months",6,1,1,2
"998",1,11,1,2,4,1,NA,NA,NA,1,1,"3",8,0,0,5,0,1,1,NA,1,1,2,2,2,1,1,4,4,4,2,6,0.381815664750353,38.9200547221912,"Both",12,NA,5,42,"Co-parent","Four year college or higher","Other","Government",NA,0,"$20,001 to 40,000","00000",NA,"Months",6,8,1,1
"999",1,6,1,2,3,1,NA,NA,NA,1,2,"3",6,12,8,24,0,2,1,NA,1,1,2,1,2,2,4,3,2,2,1,5,0.678486788950031,69.1609731923514,"Both",36,NA,24,67,"Co-parent","Four year college or higher","Black/African American","Government",NA,1,"$20,001 to 40,000","11212",NA,"Less than 1 Week",6,2,1,1
"1000",2,4,1,1,2,1,NA,NA,NA,1,1,"1",1,11,0,0,0,1,1,NA,1,2,2,1,2,1,2,2,4,4,2,12,0.639025616794994,65.1385322045516,"Paid",12,NA,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11429",NA,"Months",6,1,1,3
"1001",1,2,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,1,2,1,2,2,1,4,2,2,3,0.710955213454301,72.4706144017444,"Did not take time off",NA,NA,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,0,"$20,001 to 40,000","08053",NA,"Months",5,1,1,2
"1002",2,4,2,2,3,1,NA,NA,NA,1,1,"3",2,0,2,4,0,1,4,NA,1,2,2,1,2,2,2,4,3,4,2,99,0.590621912521809,60.2045418186389,"Both",20,NA,4,20,"Co-parent","Four year college or higher","White",NA,NA,1,NA,"11203",NA,"Still breastfeeding",6,1,1,77
"1003",1,12,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,0.99445095533126,101.368511491885,"Did not take time off",NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American","Private","other",1,"Less than $16,000","10460",NA,"Months",3,2,1,2
"1004",1,9,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.06815659863439,108.881633491654,"Unpaid",48,48,48,100,"Co-parent","Four year college or higher","Asian","Private","No affordable childcare",0,NA,"80004",NA,"Months",6,3,1,2
"1005",1,9,2,1,5,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,NA,NA,4,1,3,1,2,1,0.773893894088553,78.8862152284659,"Unpaid",48,48,48,100,"Co-parent","High school degree/GED","Other","Private","Baby's health issues",1,"Less than $16,000","10453",NA,"Months",4,8,1,2
"1006",2,12,2,2,77,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,77,0.919144075476192,93.6921688074301,NA,NA,NA,NA,NA,"Single Parent","Four year college or higher","Black/African American",NA,NA,1,NA,"11201",NA,"Months",6,2,2,NA
"1007",1,9,1,1,2,1,NA,NA,NA,1,1,"1",0,6,6,0,0,1,1,NA,77,2,2,2,2,2,3,3,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",16,NA,0,0,"Co-parent","Four year college or higher","White","Private",NA,0,"More than $85,000","11201",NA,"Months",6,1,1,2
"1008",4,10,1,1,2,1,NA,NA,NA,1,1,"3",0,6,6,6,0,1,1,NA,1,2,1,1,2,1,1,3,2,4,2,4,0.590303921452753,60.1721276697408,"Both",12,NA,6,50,"Co-parent","High school degree/GED","Hispanic","Private",NA,1,"$20,001 to 40,000","10029",NA,"Months",4,99,1,2
"1009",1,3,1,1,2,1,NA,NA,NA,1,1,"1",9,12,9,4,0,1,1,NA,1,2,1,1,1,2,2,1,4,4,2,10,0.578860535240066,59.0056558386384,"Paid",10,NA,4,40,"Co-parent","Four year college or higher","White","Private",NA,0,"$60,001 to 85,000","11367",NA,"Months",6,1,1,2
"1010",1,8,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,77,1,1,2,1,1,3,77,2,3,0.499532998305505,50.9194708978281,"Did not take time off",NA,NA,NA,NA,"Co-parent","Some college or technical school","White","Self-employed",NA,1,"$20,001 to 40,000","11213",NA,"Months",5,1,1,4
"1011",1,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,1,5,0.808315308232055,82.3949327740287,NA,NA,NA,NA,NA,"Single Parent","Some college or technical school","Other",NA,NA,1,"$20,001 to 40,000","10462",NA,"Months",5,8,2,NA
"1012",1,4,1,2,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,2,1,1,3,4,2,77,0.517414818281915,52.7422389931846,"Unpaid",4,4,4,100,"Single Parent","High school degree/GED","White","Private",NA,1,NA,"11207",NA,"Months",4,1,2,2
"1013",2,11,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,2,1,2,1,2,1,3,3,4,2,1,0.571795585552812,58.2854962071124,"Unpaid",7,7,7,100,"Co-parent","High school degree/GED","White","Non-profit",NA,1,"Less than $16,000","11218",NA,"Months",4,1,1,3
"1014",2,12,1,2,4,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,3,3,4,4,1,1,0.356432664787574,36.3326602311593,"Unpaid",NA,NA,NA,NA,"Co-parent","Some college or technical school","Other","Private","other",1,"Less than $16,000","11368",NA,"Months",5,8,1,2
"1015",2,12,1,1,4,1,NA,NA,NA,1,1,"1",0,6,6,0,0,1,2,10,NA,NA,NA,NA,NA,NA,2,2,4,4,2,6,0.709695377912642,72.3421941383841,"Paid",6,NA,0,0,"Co-parent","Four year college or higher","Other","Private","other",0,"$20,001 to 40,000","10463",NA,"Still breastfeeding",6,8,1,2
"1016",2,3,1,1,2,1,NA,NA,NA,1,1,"3",3,6,0,3,0,1,1,NA,1,1,1,2,2,1,2,4,4,4,2,12,1.13119341413355,115.307237612281,"Both",12,NA,3,25,"Co-parent","Four year college or higher","Asian","Non-profit",NA,0,"More than $85,000","10019",NA,"Months",6,3,1,3
"1017",2,5,2,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,4,4,4,2,12,1.05148907740429,107.182643905192,"Unpaid",6,6,6,100,"Co-parent","Four year college or higher","White","Self-employed",NA,0,"More than $85,000","11226",2,"Weeks",6,1,1,4
"1018",1,6,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,2,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,12,12,100,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11215",NA,"Months",6,1,1,3
"1019",1,10,2,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,1,1,2,1,1,1,4,4,2,12,0.947338642877351,96.5661580316258,"Unpaid",12,12,12,100,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11222",3,"Weeks",6,1,1,3
"1020",2,8,1,1,2,1,NA,NA,NA,1,1,"77",NA,NA,NA,NA,NA,NA,1,NA,77,77,77,77,77,77,2,2,3,4,2,2,0.410638324717456,41.858068027361,NA,NA,NA,NA,NA,"Single Parent","Some college or technical school","Other","Self-employed",NA,1,"$16,001 to $20,000","10463",NA,"Months",5,8,2,4
"1021",1,6,1,1,2,1,NA,NA,NA,1,1,"3",2,8,0,8,0,2,1,NA,2,2,1,1,1,1,1,1,2,4,2,7,0.455226056418592,46.4030804979238,"Both",16,NA,8,50,"Co-parent","Four year college or higher","White","Private",NA,1,"$40,001 to 60,000","12586",NA,"Months",6,1,1,2
"1022",1,10,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,77,2,2,2,1,1,3,4,1,1,0.268127328316087,27.3313309379284,"Unpaid",5,5,5,100,"Single Parent","No high school degree","Other","Private",NA,1,"Less than $16,000","10463",NA,"Months",3,8,2,2
"1023",2,5,1,1,2,1,NA,NA,NA,1,1,"1",0,6,18,0,0,2,1,NA,2,2,2,2,1,1,1,2,4,4,2,99,0.720958035373122,73.4902435379962,"Paid",24,NA,0,0,"Co-parent","Four year college or higher","White","Private",NA,0,NA,"10023",NA,"Months",6,1,1,2
"1024",2,9,1,1,2,1,NA,NA,NA,1,1,"1",6,0,0,0,0,1,1,NA,1,2,1,2,2,1,1,3,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",6,NA,0,0,"Co-parent","Four year college or higher","White","Government",NA,0,"More than $85,000","11226",NA,"Months",6,1,1,1
"1025",1,10,1,2,3,77,2,2,1,1,2,"3",4,8,0,3,0,1,1,NA,1,1,1,77,2,1,2,1,4,2,1,1,0.8551343252939,87.1673894181993,"Both",4,NA,3,75,"Single Parent","Four year college or higher","White","Private",NA,1,"Less than $16,000","11357",NA,"Months",6,1,2,2
"1026",1,10,1,1,3,1,NA,NA,NA,1,1,"1",11,0,0,0,0,1,1,NA,1,2,1,1,2,2,1,1,4,4,2,12,1.2891432338343,131.407718010677,"Paid",11,NA,0,0,"Co-parent","Four year college or higher","Asian","Government",NA,0,"More than $85,000","11415",NA,"Months",6,3,1,1
"1027",1,9,1,1,2,1,NA,NA,NA,1,1,"3",8,8,12,0,0,1,1,NA,1,1,2,1,2,1,1,2,2,4,1,12,0.563691153363334,57.4593778117003,"Both",12,NA,0,0,"Co-parent","Four year college or higher","Black/African American","Government",NA,1,"More than $85,000","11236",NA,"Months",6,2,1,1
"1028",1,12,1,2,3,1,NA,NA,NA,1,1,"1",0,5,0,0,0,1,1,NA,1,2,1,2,2,2,1,1,3,4,2,5,0.540291180279566,55.0741214773026,"Paid",5,NA,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,1,"$20,001 to 40,000","11230",NA,"Months",6,1,1,3
"1029",2,9,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,77,2,2,2,2,4,4,2,12,0.797117534547782,81.2534972469045,"Unpaid",5,5,5,100,"Co-parent","Four year college or higher","Other","Private",NA,0,"More than $85,000","10465",NA,"Months",6,8,1,2
"1030",1,11,1,1,3,1,NA,NA,NA,1,1,"1",0,6,0,0,0,1,2,4,NA,NA,NA,NA,NA,NA,2,1,4,4,2,9,0.861164027687902,87.7820219982599,"Paid",6,NA,0,0,"Co-parent","Some college or technical school","White","Private","No affordable childcare",0,"$40,001 to 60,000","10306",NA,"Never",5,1,1,2
"1031",1,1,1,1,6,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,4,NA,2,1,1,2,1,2,1,2,4,2,2,10,1.53934100240593,156.911414540637,"Unpaid",36,36,36,100,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"$60,001 to 85,000","10451",NA,"Months",6,1,1,3
"1032",1,9,1,2,3,1,NA,NA,NA,1,1,"1",1,0,12,0,0,1,1,NA,1,2,2,2,2,1,1,2,4,4,2,12,0.655329346985773,66.8004390611387,"Paid",13,NA,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","11205",NA,"Months",6,1,1,3
"1033",2,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,77,2,2,1,3,2,4,2,1,0.760273509061959,77.4978328766863,"Unpaid",6,6,6,100,"Single Parent","High school degree/GED","Black/African American","Private",NA,1,"Less than $16,000","11429",NA,"Months",4,2,2,2
"1034",2,10,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,2,4,4,2,8,0.885519387946263,90.2646649109175,"Did not take time off",NA,NA,NA,NA,"Co-parent","Some college or technical school","Hispanic","Private","Chose to stay-at-home",0,"$40,001 to 60,000","10462",NA,"Still breastfeeding",5,77,1,2
"1035",2,1,1,2,2,1,NA,NA,NA,1,1,"1",0,0,8,0,0,1,1,NA,1,1,1,1,2,1,1,3,4,4,2,12,0.802565360193506,81.8088167160183,"Paid",8,NA,0,0,"Co-parent","Four year college or higher","Black/African American","Private",NA,0,"More than $85,000","11203",NA,"Months",6,2,1,2
"1036",1,3,1,2,3,1,NA,NA,NA,1,1,"1",77,77,0,0,0,1,1,NA,1,2,77,1,2,1,1,3,4,4,2,12,0.802565360193506,81.8088167160183,"Paid",8,NA,0,0,NA,"Four year college or higher","Black/African American","Government",NA,0,"More than $85,000","11212",NA,"Months",6,2,99,1
"1037",3,12,1,2,3,1,NA,NA,NA,1,1,"1",4,12,0,0,0,1,1,NA,1,1,1,1,2,1,2,2,4,4,2,12,0.742712297301149,75.7077457068328,"Paid",16,NA,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,0,"More than $85,000","10304",NA,"Weeks",6,1,1,3
"1038",1,11,1,2,4,1,NA,NA,NA,1,1,"1",0,0,0,0,0,1,1,NA,2,1,2,2,1,2,1,3,2,2,1,1,1.03609454539579,105.613415391257,"Paid",12,NA,0,0,"Co-parent","No high school degree","Other","Private",NA,1,"Less than $16,000","10467",NA,"Still breastfeeding",2,8,1,2
"1039",1,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,6,1.13520114177229,115.715761917101,NA,NA,NA,NA,NA,"Single Parent","High school degree/GED","Hispanic",NA,NA,0,"$20,001 to 40,000","10456",NA,"Months",4,99,2,NA
